t,x0,x1
0.041,0.000448925,0.0232508
0.0411,0.00045125,0.0233005
0.0412,0.00045358,0.02335
0.0413,0.000455915,0.0233993
0.0414,0.000458255,0.0234485
0.0415,0.0004606,0.0234974
0.0416,0.000462949,0.0235462
0.0417,0.000465304,0.0235948
0.0418,0.000467664,0.0236432
0.0419,0.000470028,0.0236914
0.042,0.000472397,0.0237394
0.0421,0.000474771,0.0237872
0.0422,0.00047715,0.0238348
0.0423,0.000479533,0.0238822
0.0424,0.000481921,0.0239295
0.0425,0.000484314,0.0239765
0.0426,0.000486712,0.0240234
0.0427,0.000489114,0.02407
0.0428,0.000491521,0.0241165
0.0429,0.000493933,0.0241628
0.043,0.000496349,0.0242088
0.0431,0.00049877,0.0242547
0.0432,0.000501196,0.0243004
0.0433,0.000503626,0.0243458
0.0434,0.00050606,0.0243911
0.0435,0.000508499,0.0244362
0.0436,0.000510943,0.0244811
0.0437,0.000513391,0.0245258
0.0438,0.000515844,0.0245702
0.0439,0.000518301,0.0246145
0.044,0.000520762,0.0246586
0.0441,0.000523228,0.0247024
0.0442,0.000525698,0.0247461
0.0443,0.000528173,0.0247896
0.0444,0.000530652,0.0248328
0.0445,0.000533135,0.0248759
0.0446,0.000535623,0.0249187
0.0447,0.000538114,0.0249614
0.0448,0.000540611,0.0250038
0.0449,0.000543111,0.025046
0.045,0.000545616,0.0250881
0.0451,0.000548124,0.0251299
0.0452,0.000550637,0.0251715
0.0453,0.000553155,0.0252129
0.0454,0.000555676,0.0252541
0.0455,0.000558201,0.025295
0.0456,0.000560731,0.0253358
0.0457,0.000563264,0.0253764
0.0458,0.000565802,0.0254167
0.0459,0.000568344,0.0254569
0.046,0.000570889,0.0254968
0.0461,0.000573439,0.0255365
0.0462,0.000575993,0.025576
0.0463,0.00057855,0.0256153
0.0464,0.000581112,0.0256544
0.0465,0.000583677,0.0256933
0.0466,0.000586247,0.0257319
0.0467,0.00058882,0.0257704
0.0468,0.000591397,0.0258086
0.0469,0.000593978,0.0258466
0.047,0.000596562,0.0258845
0.0471,0.000599151,0.025922
0.0472,0.000601743,0.0259594
0.0473,0.000604339,0.0259966
0.0474,0.000606939,0.0260335
0.0475,0.000609542,0.0260703
0.0476,0.000612149,0.0261068
0.0477,0.00061476,0.0261431
0.0478,0.000617374,0.0261792
0.0479,0.000619992,0.026215
0.048,0.000622613,0.0262507
0.0481,0.000625238,0.0262861
0.0482,0.000627867,0.0263213
0.0483,0.000630499,0.0263563
0.0484,0.000633135,0.0263911
0.0485,0.000635774,0.0264257
0.0486,0.000638417,0.02646
0.0487,0.000641063,0.0264942
0.0488,0.000643712,0.0265281
0.0489,0.000646365,0.0265618
0.049,0.000649021,0.0265953
0.0491,0.00065168,0.0266285
0.0492,0.000654343,0.0266616
0.0493,0.000657009,0.0266944
0.0494,0.000659679,0.026727
0.0495,0.000662352,0.0267594
0.0496,0.000665028,0.0267916
0.0497,0.000667707,0.0268235
0.0498,0.000670389,0.0268553
0.0499,0.000673075,0.0268868
0.05,0.000675763,0.0269181
0.0501,0.000678455,0.0269492
0.0502,0.00068115,0.02698
0.0503,0.000683848,0.0270107
0.0504,0.000686549,0.0270411
0.0505,0.000689253,0.0270713
0.0506,0.00069196,0.0271013
0.0507,0.00069467,0.0271311
0.0508,0.000697384,0.0271606
0.0509,0.0007001,0.02719
0.051,0.000702819,0.0272191
0.0511,0.00070554,0.027248
0.0512,0.000708265,0.0272766
0.0513,0.000710993,0.0273051
0.0514,0.000713723,0.0273333
0.0515,0.000716457,0.0273614
0.0516,0.000719193,0.0273892
0.0517,0.000721932,0.0274168
0.0518,0.000724674,0.0274441
0.0519,0.000727418,0.0274713
0.052,0.000730165,0.0274982
0.0521,0.000732915,0.027525
0.0522,0.000735667,0.0275515
0.0523,0.000738423,0.0275778
0.0524,0.00074118,0.0276038
0.0525,0.000743941,0.0276297
0.0526,0.000746704,0.0276553
0.0527,0.000749469,0.0276807
0.0528,0.000752237,0.027706
0.0529,0.000755008,0.0277309
0.053,0.000757781,0.0277557
0.0531,0.000760557,0.0277803
0.0532,0.000763335,0.0278046
0.0533,0.000766115,0.0278288
0.0534,0.000768898,0.0278527
0.0535,0.000771683,0.0278764
0.0536,0.000774471,0.0278999
0.0537,0.000777261,0.0279231
0.0538,0.000780053,0.0279462
0.0539,0.000782848,0.0279691
0.054,0.000785645,0.0279917
0.0541,0.000788444,0.0280141
0.0542,0.000791245,0.0280363
0.0543,0.000794049,0.0280583
0.0544,0.000796855,0.0280801
0.0545,0.000799663,0.0281017
0.0546,0.000802473,0.0281231
0.0547,0.000805285,0.0281442
0.0548,0.0008081,0.0281652
0.0549,0.000810916,0.0281859
0.055,0.000813735,0.0282064
0.0551,0.000816555,0.0282268
0.0552,0.000819378,0.0282469
0.0553,0.000822203,0.0282668
0.0554,0.000825029,0.0282865
0.0555,0.000827858,0.028306
0.0556,0.000830689,0.0283252
0.0557,0.000833521,0.0283443
0.0558,0.000836356,0.0283632
0.0559,0.000839192,0.0283819
0.056,0.00084203,0.0284003
0.0561,0.00084487,0.0284186
0.0562,0.000847712,0.0284366
0.0563,0.000850556,0.0284545
0.0564,0.000853401,0.0284721
0.0565,0.000856248,0.0284896
0.0566,0.000859097,0.0285068
0.0567,0.000861948,0.0285238
0.0568,0.0008648,0.0285407
0.0569,0.000867654,0.0285573
0.057,0.00087051,0.0285738
0.0571,0.000873368,0.02859
0.0572,0.000876227,0.028606
0.0573,0.000879087,0.0286219
0.0574,0.000881949,0.0286375
0.0575,0.000884813,0.028653
0.0576,0.000887678,0.0286682
0.0577,0.000890545,0.0286833
0.0578,0.000893414,0.0286981
0.0579,0.000896283,0.0287128
0.058,0.000899155,0.0287273
0.0581,0.000902027,0.0287416
0.0582,0.000904901,0.0287556
0.0583,0.000907777,0.0287695
0.0584,0.000910654,0.0287832
0.0585,0.000913532,0.0287967
0.0586,0.000916412,0.0288101
0.0587,0.000919293,0.0288232
